iso3v10,rowtot,orderincountry,url,nameraw,nametmp,nametmp2,nametmp3,nametmp4,countryraw,dateraw,typeraw,country,name,lat,lon,pop,date,note,type,ISOname,samplecountry
COM,409,15,http://www.citypopulation.de/gmaps/index.html?name=Nioumachoua&y=-12.359558&x=43.71543&zoom=12&pop=2964&date=Population%20-%20E%202002-07-01%20&admin=null&country=Comoros&maptype=sat&lang=E,Nioumachoua,Nioumachoua,Nioumachoua,Nioumachoua,Nioumachoua,Comoros,Population%20-%20E%202002-07-01%20,Population - E 2002-07-01,Comoros,Nioumachoua,-12.359558,43.71543,2964,7/1/2002,,E,COMNioumachoua,0
COM,408,16,http://www.citypopulation.de/gmaps/index.html?name=Ntsoudjini&y=-11.663481&x=43.270885&zoom=12&pop=3570&date=Population%20-%20E%202002-07-01%20&admin=null&country=Comoros&maptype=sat&lang=E,Ntsoudjini,Ntsoudjini,Ntsoudjini,Ntsoudjini,Ntsoudjini,Comoros,Population%20-%20E%202002-07-01%20,Population - E 2002-07-01,Comoros,Ntsoudjini,-11.663481,43.270885,3570,7/1/2002,,E,COMNtsoudjini,0
COM,407,17,http://www.citypopulation.de/gmaps/index.html?name=Ouani&y=-12.136264&x=44.425808&zoom=12&pop=9298&date=Population%20-%20E%202002-07-01%20&admin=null&country=Comoros&maptype=sat&lang=E,Ouani,Ouani,Ouani,Ouani,Ouani,Comoros,Population%20-%20E%202002-07-01%20,Population - E 2002-07-01,Comoros,Ouani,-12.136264,44.425808,9298,7/1/2002,,E,COMOuani,0
COM,406,18,http://www.citypopulation.de/gmaps/index.html?name=Sima&y=-12.198216&x=44.274918&zoom=12&pop=9476&date=Population%20-%20E%202002-07-01%20&admin=null&country=Comoros&maptype=sat&lang=E,Sima,Sima,Sima,Sima,Sima,Comoros,Population%20-%20E%202002-07-01%20,Population - E 2002-07-01,Comoros,Sima,-12.198216,44.274918,9476,7/1/2002,,E,COMSima,0
COM,405,19,http://www.citypopulation.de/gmaps/index.html?name=Ts%C3%A9mb%C3%A9hou%20&y=-12.209686&x=44.462322&zoom=12&pop=10552&date=Population%20-%20E%202002-07-01%20&admin=null&country=Comoros&maptype=sat&lang=E,Ts%C3%A9mb%C3%A9hou%20,Tsémbéhou ,Tsémbéhou ,Tsémbéhou ,Tsémbéhou ,Comoros,Population%20-%20E%202002-07-01%20,Population - E 2002-07-01,Comoros,Tsémbéhou,-12.209686,44.462322,10552,7/1/2002,,E,COMTsémbéhou,0
CPV,324,1,http://www.citypopulation.de/gmaps/index.html?name=Assomada&y=15.097086&x=-23.668169&zoom=12&pop=13562&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Assomada,Assomada,Assomada,Assomada,Assomada,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Assomada,15.097086,-23.668169,13562,7/1/2009,,P,CPVAssomada,0
CPV,323,2,http://www.citypopulation.de/gmaps/index.html?name=Calheta%20de%20S%C3%A3o%20Miguel%20&y=15.186106&x=-23.592398&zoom=12&pop=5930&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Calheta%20de%20S%C3%A3o%20Miguel%20,Calheta de São Miguel ,Calheta de São Miguel ,Calheta de São Miguel ,Calheta de São Miguel ,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Calheta de São Miguel,15.186106,-23.592398,5930,7/1/2009,,P,CPVCalheta de São Miguel,0
CPV,322,3,http://www.citypopulation.de/gmaps/index.html?name=Cidade%20Velha&y=14.91395&x=-23.603634&zoom=12&pop=1427&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Cidade%20Velha,Cidade Velha,Cidade Velha,Cidade Velha,Cidade Velha,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Cidade Velha,14.91395,-23.603634,1427,7/1/2009,,P,CPVCidade Velha,0
CPV,321,4,http://www.citypopulation.de/gmaps/index.html?name=Cova%20Figueira&y=14.890224&x=-24.29415&zoom=12&pop=1498&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Cova%20Figueira,Cova Figueira,Cova Figueira,Cova Figueira,Cova Figueira,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Cova Figueira,14.890224,-24.29415,1498,7/1/2009,,P,CPVCova Figueira,0
CPV,320,5,http://www.citypopulation.de/gmaps/index.html?name=Jo%C3%A3o%20Teves%20&y=15.067009&x=-23.589422&zoom=12&pop=1786&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Jo%C3%A3o%20Teves%20,João Teves ,João Teves ,João Teves ,João Teves ,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,João Teves,15.067009,-23.589422,1786,7/1/2009,,P,CPVJoão Teves,0
CPV,319,6,http://www.citypopulation.de/gmaps/index.html?name=Mindelo&y=16.883667&x=-24.988892&zoom=12&pop=76650&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Mindelo,Mindelo,Mindelo,Mindelo,Mindelo,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Mindelo,16.883667,-24.988892,76650,7/1/2009,,P,CPVMindelo,0
CPV,318,7,http://www.citypopulation.de/gmaps/index.html?name=Mosteiros&y=15.033961&x=-24.32466&zoom=12&pop=689&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Mosteiros,Mosteiros,Mosteiros,Mosteiros,Mosteiros,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Mosteiros,15.033961,-24.32466,689,7/1/2009,,P,CPVMosteiros,0
CPV,317,8,http://www.citypopulation.de/gmaps/index.html?name=Nova%20Sintra&y=14.887067&x=-24.680824&zoom=12&pop=1825&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Nova%20Sintra,Nova Sintra,Nova Sintra,Nova Sintra,Nova Sintra,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Nova Sintra,14.887067,-24.680824,1825,7/1/2009,,P,CPVNova Sintra,0
CPV,316,9,http://www.citypopulation.de/gmaps/index.html?name=Pedra%20Badejo&y=15.137756&x=-23.534801&zoom=12&pop=11348&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Pedra%20Badejo,Pedra Badejo,Pedra Badejo,Pedra Badejo,Pedra Badejo,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Pedra Badejo,15.137756,-23.534801,11348,7/1/2009,,P,CPVPedra Badejo,0
CPV,315,10,http://www.citypopulation.de/gmaps/index.html?name=Picos&y=15.083761&x=-23.652233&zoom=12&pop=1424&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Picos,Picos,Picos,Picos,Picos,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Picos,15.083761,-23.652233,1424,7/1/2009,,P,CPVPicos,0
CPV,314,11,http://www.citypopulation.de/gmaps/index.html?name=Pombas&y=17.142794&x=-25.023869&zoom=12&pop=2432&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Pombas,Pombas,Pombas,Pombas,Pombas,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Pombas,17.142794,-25.023869,2432,7/1/2009,,P,CPVPombas,0
CPV,313,12,http://www.citypopulation.de/gmaps/index.html?name=Porto%20Ingl%C3%AAs&y=15.138444&x=-23.212767&zoom=12&pop=3672&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Porto%20Ingl%C3%AAs,Porto Inglês,Porto Inglês,Porto Inglês,Porto Inglês,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Porto Inglês,15.138444,-23.212767,3672,7/1/2009,,P,CPVPorto Inglês,0
CPV,312,13,http://www.citypopulation.de/gmaps/index.html?name=Porto%20Novo&y=17.019289&x=-25.06613&zoom=12&pop=10107&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Porto%20Novo,Porto Novo,Porto Novo,Porto Novo,Porto Novo,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Porto Novo,17.019289,-25.06613,10107,7/1/2009,,P,CPVPorto Novo,0
CPV,311,14,http://www.citypopulation.de/gmaps/index.html?name=Praia&y=14.919502&x=-23.507261&zoom=12&pop=125148&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Praia,Praia,Praia,Praia,Praia,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Praia,14.919502,-23.507261,125148,7/1/2009,,P,CPVPraia,0
CPV,310,15,http://www.citypopulation.de/gmaps/index.html?name=Ribeira%20Brava&y=16.615675&x=-24.298225&zoom=12&pop=6025&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Ribeira%20Brava,Ribeira Brava,Ribeira Brava,Ribeira Brava,Ribeira Brava,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Ribeira Brava,16.615675,-24.298225,6025,7/1/2009,,P,CPVRibeira Brava,0
CPV,309,16,http://www.citypopulation.de/gmaps/index.html?name=Ribeira%20Grande&y=17.18141&x=-25.065126&zoom=12&pop=6110&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Ribeira%20Grande,Ribeira Grande,Ribeira Grande,Ribeira Grande,Ribeira Grande,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Ribeira Grande,17.18141,-25.065126,6110,7/1/2009,,P,CPVRibeira Grande,0
CPV,308,17,http://www.citypopulation.de/gmaps/index.html?name=Sal%20Rei&y=16.17669&x=-22.917683&zoom=12&pop=3155&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Sal%20Rei,Sal Rei,Sal Rei,Sal Rei,Sal Rei,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Sal Rei,16.17669,-22.917683,3155,7/1/2009,,P,CPVSal Rei,0
CPV,307,18,http://www.citypopulation.de/gmaps/index.html?name=Santa%20Maria&y=16.598972&x=-22.905142&zoom=12&pop=18780&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Santa%20Maria,Santa Maria,Santa Maria,Santa Maria,Santa Maria,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Santa Maria,16.598972,-22.905142,18780,7/1/2009,,P,CPVSanta Maria,0
CPV,306,19,http://www.citypopulation.de/gmaps/index.html?name=S%C3%A3o%20Domingos%20&y=15.027445&x=-23.560528&zoom=12&pop=2149&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,S%C3%A3o%20Domingos%20,São Domingos ,São Domingos ,São Domingos ,São Domingos ,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,São Domingos,15.027445,-23.560528,2149,7/1/2009,,P,CPVSão Domingos,0
CPV,305,20,http://www.citypopulation.de/gmaps/index.html?name=S%C3%A3o%20Filipe%20&y=14.895634&x=-24.499035&zoom=12&pop=9360&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,S%C3%A3o%20Filipe%20,São Filipe ,São Filipe ,São Filipe ,São Filipe ,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,São Filipe,14.895634,-24.499035,9360,7/1/2009,,P,CPVSão Filipe,0
CPV,304,21,http://www.citypopulation.de/gmaps/index.html?name=Tarrafal&y=15.277246&x=-23.75118&zoom=12&pop=7768&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Tarrafal,Tarrafal,Tarrafal,Tarrafal,Tarrafal,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Tarrafal,15.277246,-23.75118,7768,7/1/2009,,P,CPVTarrafal,0
CPV,303,22,http://www.citypopulation.de/gmaps/index.html?name=Tarrafal%20de%20S%C3%A3o%20Nicolau%20&y=16.566216&x=-24.358038&zoom=12&pop=1501&date=Population%20-%20P%202009-07-01%20&admin=null&country=Cape%20Verde&maptype=sat&lang=E,Tarrafal%20de%20S%C3%A3o%20Nicolau%20,Tarrafal de São Nicolau ,Tarrafal de São Nicolau ,Tarrafal de São Nicolau ,Tarrafal de São Nicolau ,Cape%20Verde,Population%20-%20P%202009-07-01%20,Population - P 2009-07-01,Cape Verde,Tarrafal de São Nicolau,16.566216,-24.358038,1501,7/1/2009,,P,CPVTarrafal de São Nicolau,0
DZA,63,1,http://www.citypopulation.de/gmaps/index.html?name=A%C3%AFn%20el%20Be%C3%AFda%20&y=35.796074&x=7.3902864&zoom=12&pop=90560&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,A%C3%AFn%20el%20Be%C3%AFda%20,A%C3%AFn el Be%C3%AFda ,Aïn el Beïda ,Aïn el Beïda ,Aïn el Beïda ,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Aïn el Beïda,35.796074,7.3902864,90560,6/25/1998,,Cp,DZAAïn el Beïda,0
DZA,62,2,http://www.citypopulation.de/gmaps/index.html?name=A%C3%AFn%20Oussera%20&y=35.448845&x=2.9055557&zoom=12&pop=82435&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,A%C3%AFn%20Oussera%20,A%C3%AFn Oussera ,Aïn Oussera ,Aïn Oussera ,Aïn Oussera ,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Aïn Oussera,35.448845,2.9055557,82435,6/25/1998,,Cp,DZAAïn Oussera,0
DZA,61,3,http://www.citypopulation.de/gmaps/index.html?name=A%C3%AFn%20T%C3%A9mouchent%20&y=35.300358&x=-1.3869224&zoom=12&pop=54832&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,A%C3%AFn%20T%C3%A9mouchent%20,A%C3%AFn Témouchent ,Aïn Témouchent ,Aïn Témouchent ,Aïn Témouchent ,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Aïn Témouchent,35.300358,-1.3869224,54832,6/25/1998,,Cp,DZAAïn Témouchent,0
DZA,60,4,http://www.citypopulation.de/gmaps/index.html?name=Annaba&y=36.899723&x=7.7605867&zoom=12&pop=348554&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Annaba,Annaba,Annaba,Annaba,Annaba,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Annaba,36.899723,7.7605867,348554,6/25/1998,,Cp,DZAAnnaba,0
DZA,59,5,http://www.citypopulation.de/gmaps/index.html?name=Arzew&y=35.854465&x=-0.3165455&zoom=12&pop=53327&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Arzew,Arzew,Arzew,Arzew,Arzew,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Arzew,35.854465,-0.3165455,53327,6/25/1998,,Cp,DZAArzew,0
DZA,58,6,,Bab Ezzouar,Bab Ezzouar,Bab Ezzouar,Bab Ezzouar,Bab Ezzouar,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Bab Ezzouar,,,,6/25/1998,,Cp,DZABab Ezzouar,0
DZA,57,7,http://www.citypopulation.de/gmaps/index.html?name=Baraki&y=36.667824&x=3.094615&zoom=12&pop=86233&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Baraki,Baraki,Baraki,Baraki,Baraki,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Baraki,36.667824,3.094615,86233,6/25/1998,,Cp,DZABaraki,0
DZA,56,8,http://www.citypopulation.de/gmaps/index.html?name=Barika&y=35.386654&x=5.3646536&zoom=12&pop=80618&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Barika,Barika,Barika,Barika,Barika,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Barika,35.386654,5.3646536,80618,6/25/1998,,Cp,DZABarika,0
DZA,55,9,http://www.citypopulation.de/gmaps/index.html?name=Batna&y=35.54975&x=6.175584&zoom=12&pop=242514&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Batna,Batna,Batna,Batna,Batna,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Batna,35.54975,6.175584,242514,6/25/1998,,Cp,DZABatna,0
DZA,54,10,http://www.citypopulation.de/gmaps/index.html?name=B%C3%A9char%20&y=31.616005&x=-2.2142425&zoom=12&pop=131010&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,B%C3%A9char%20,Béchar ,Béchar ,Béchar ,Béchar ,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Béchar,31.616005,-2.2142425,131010,6/25/1998,,Cp,DZABéchar,0
DZA,53,11,http://www.citypopulation.de/gmaps/index.html?name=Beja%C3%AFa%20&y=36.75556&x=5.08374&zoom=12&pop=147076&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Beja%C3%AFa%20,Beja%C3%AFa ,Bejaïa ,Bejaïa ,Bejaïa ,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Bejaïa,36.75556,5.08374,147076,6/25/1998,,Cp,DZABejaïa,0
DZA,52,12,http://www.citypopulation.de/gmaps/index.html?name=Bir%20el%20Ater&y=34.74847&x=8.062915&zoom=12&pop=52738&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Bir%20el%20Ater,Bir el Ater,Bir el Ater,Bir el Ater,Bir el Ater,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Bir el Ater,34.74847,8.062915,52738,6/25/1998,,Cp,DZABir el Ater,0
DZA,51,13,http://www.citypopulation.de/gmaps/index.html?name=Birkhadem&y=36.718887&x=3.032916&zoom=12&pop=54121&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Birkhadem,Birkhadem,Birkhadem,Birkhadem,Birkhadem,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Birkhadem,36.718887,3.032916,54121,6/25/1998,,Cp,DZABirkhadem,0
DZA,50,14,http://www.citypopulation.de/gmaps/index.html?name=Biskra&y=34.854755&x=5.726733&zoom=12&pop=170956&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Biskra,Biskra,Biskra,Biskra,Biskra,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Biskra,34.854755,5.726733,170956,6/25/1998,,Cp,DZABiskra,0
DZA,49,15,http://www.citypopulation.de/gmaps/index.html?name=Blida&y=36.47014&x=2.828804&zoom=12&pop=226512&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Blida,Blida,Blida,Blida,Blida,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Blida,36.47014,2.828804,226512,6/25/1998,,Cp,DZABlida,0
DZA,48,16,http://www.citypopulation.de/gmaps/index.html?name=Bordj%20Bou%20Arreridj&y=36.070442&x=4.7626753&zoom=12&pop=128535&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Bordj%20Bou%20Arreridj,Bordj Bou Arreridj,Bordj Bou Arreridj,Bordj Bou Arreridj,Bordj Bou Arreridj,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Bordj Bou Arreridj,36.070442,4.7626753,128535,6/25/1998,,Cp,DZABordj Bou Arreridj,0
DZA,47,17,http://www.citypopulation.de/gmaps/index.html?name=Bordj%20el%20Kiffan&y=36.74584&x=3.1874552&zoom=12&pop=98135&date=Population%20-%20Cp%201998-06-25%20&admin=null&country=Algeria&maptype=sat&lang=E,Bordj%20el%20Kiffan,Bordj el Kiffan,Bordj el Kiffan,Bordj el Kiffan,Bordj el Kiffan,Algeria,Population%20-%20Cp%201998-06-25%20,Population - Cp 1998-06-25,Algeria,Bordj el Kiffan,36.74584,3.1874552,98135,6/25/1998,,Cp,DZABordj el Kiffan,0
